Plate,Row,Column,LABID,Miseq.num,fname
5,A,4,z0053020,,
5,B,4,z0053024,,
5,C,4,z0053025,,
5,D,4,z0053031,,
5,E,4,z0053032,,
5,F,4,z0053038,,
5,G,4,z0053040,,
5,H,4,z0053071,,
5,A,5,z0053073,,
5,B,5,z0053083,,
5,C,5,z0053096,,
5,D,5,z0053100,,
5,E,5,z0053101,,
5,F,5,z0053102,,
5,G,5,z0053103,,
5,H,5,z0053131,,
5,A,6,z0053132,,
5,B,6,z0053133,,
5,C,6,z0053138,,
5,D,6,z0053142,,
5,E,6,z0053149,,
5,F,6,z0075691,,
5,G,6,z0113607,,
5,H,6,z0113619,,
5,A,7,z0146081,,
5,B,7,z0174005,,
5,C,7,z0207765,,
5,D,7,z0051888,,
5,E,7,z0061982,,
5,F,7,z0175378,,
5,G,7,z0187885,,
5,H,7,z0195649,,
5,A,8,z0195655,,
5,B,8,z0195688,,
5,C,8,z0196828,,
5,D,8,z0196852,,
5,E,8,z0196855,,
5,F,8,z0196857,,
5,G,8,z0207777,,
5,H,8,z0207778,,
5,A,9,z0045352,,
5,B,9,z0049019,,
5,C,9,z0049020,,
5,D,9,z0051906,,
5,E,9,z0175950,,
5,F,9,z0056056,,
5,G,9,z0056059,,
5,H,9,z0056062,,
5,A,10,z0056064,,
5,B,10,z0056065,,
5,C,10,z0056069,,
5,D,10,z0056073,,
5,E,10,z0056085,,
5,F,10,z0056092,,
5,G,10,z0056093,,
5,H,10,z0056095,,
5,A,11,z0056100,,
5,B,11,z0005757,,
5,C,11,z0005758,,
5,D,11,z0016577,,
5,E,11,z0016579,,
5,F,11,z0029828,,
5,G,11,z0029860,,
5,H,11,z0195649,,
5,A,12,z0195655,,
5,B,12,z0195688,,
5,C,12,z0196828,,
5,D,12,z0196852,,
5,E,12,z0196855,,
5,F,12,z0196857,,
5,G,12,z0207777,,
5,H,12,z0207778,,
6,A,1,z0029861,,
6,B,1,z0029865,,
6,C,1,z0029866,,
6,D,1,z0037607,,
6,E,1,z0037609,,
6,F,1,z0037610,,
6,G,1,z0045326,,
6,H,1,z0045344,,
6,A,2,z0045347,,
6,B,2,z0045371,,
6,C,2,z0045398,,
6,D,2,z0045399,,
6,E,2,z0045404,,
6,F,2,z0045405,,
6,G,2,z0045407,,
6,H,2,z0045793,,
6,A,3,z0051327,,
6,B,3,z0051381,,
6,C,3,z0051399,,
6,D,3,z0051400,,
6,E,3,z0051428,,
6,F,3,z0051431,,
6,G,3,z0051447,,
6,H,3,z0051875,,
6,A,4,z0051885,,
6,B,4,z0051895,,
6,C,4,z0051918,,
6,D,4,z0051932,,
6,E,4,z0051959,,
6,F,4,z0051966,,
6,G,4,z0053051,,
6,H,4,z0053054,,
6,A,5,z0056070,,
6,B,5,z0061967,,
6,C,5,z0061969,,
6,D,5,z0061978,,
6,E,5,z0068566,,
6,F,5,z0108494,,
6,G,5,z0108516,,
6,H,5,z0175351,,
6,A,6,z0175354,,
6,B,6,z0175371,,
6,C,6,z0175914,,
6,D,6,z0195642,,
6,E,6,z0195652,,
6,F,6,z0195658,,
6,G,6,z0195660,,
6,H,6,z0195661,,
6,A,7,z0195663,,
6,B,7,z0195683,,
6,C,7,z0195687,,
6,D,7,z0195691,,
6,E,7,z0195694,,
6,F,7,z0195699,,
6,G,7,z0195701,,
6,H,7,z0195702,,
6,A,8,z0195704,,
6,B,8,z0195705,,
6,C,8,z0195711,,
6,D,8,z0195716,,
6,E,8,z0195718,,
6,F,8,z0195724,,
6,G,8,z0195725,,
6,H,8,z0195728,,
6,A,9,z0195731,,
6,B,9,z0195732,,
6,C,9,z0195737,,
6,D,9,z0195740,,
6,E,9,z0195749,,
6,F,9,z0195751,,
6,G,9,z0195753,,
6,H,9,z0195754,,
6,A,10,z0195760,,
6,B,10,z0195762,,
6,C,10,z0195764,,
6,D,10,z0195767,,
6,E,10,z0195783,,
6,F,10,z0195784,,
6,G,10,z0196710,,
6,H,10,z0196713,,
6,A,11,z0196715,,
6,B,11,z0196719,,
6,C,11,z0196724,,
6,D,11,z0196725,,
6,E,11,z0196729,,
6,F,11,z0196731,,
6,G,11,z0196734,,
6,H,11,z0040513,,
6,A,12,z0041526,,
6,B,12,z0043475,,
6,C,12,z0043994,,
6,D,12,z0037609,,
6,E,12,z0051400,,
6,F,12,z0195658,,
6,G,12,z0195716,,
6,H,12,z0196725,,
7,A,1,z0196739,,
7,B,1,z0196740,,
7,C,1,z0196751,,
7,D,1,z0196752,,
7,E,1,z0196754,,
7,F,1,z0196763,,
7,G,1,z0196764,,
7,H,1,z0196766,,
7,A,2,z0196769,,
7,B,2,z0196774,,
7,C,2,z0196809,,
7,D,2,z0196824,,
7,E,2,z0196825,,
7,F,2,z0196829,,
7,G,2,z0196834,,
7,H,2,z0196835,,
7,A,3,z0196841,,
7,B,3,z0196843,,
7,C,3,z0196849,,
7,D,3,z0196856,,
7,E,3,z0196864,,
7,F,3,z0196890,,
7,G,3,z0196894,,
7,H,3,z0197663,,
7,A,4,z0197668,,
7,B,4,z0197669,,
7,C,4,z0197672,,
7,D,4,z0207776,,
7,E,4,z0043627,,
7,F,4,z0043678,,
7,G,4,z0047587,,
7,H,4,z0047603,,
7,A,5,z0056052,,
7,B,5,z0056089,,
7,C,5,z0040513,,
7,D,5,z0041526,,
7,E,5,z0043475,,
7,F,5,z0043994,,
7,G,5,z0045776,,
7,H,5,z0046925,,
7,A,6,z0053078,,
7,B,6,z0053082,,
7,C,6,z0053090,,
7,D,6,z0053111,,
7,E,6,z0061527,,
7,F,6,z0113628,,
7,G,6,z0146087,,
7,H,6,z0012702,,
7,A,7,z0055996,,
7,B,7,z0055997,,
7,C,7,z0056034,,
7,D,7,z0043839,,
7,E,7,z0055903,,
7,F,7,z0055962,,
7,G,7,z0043526,,
7,H,7,z0052846,,
7,A,8,z0055945,,
7,B,8,z0056020,,
7,C,8,z0043640,,
7,D,8,z0043650,,
7,E,8,z0043666,,
7,F,8,z0043674,,
7,G,8,z0043716,,
7,H,8,z0043724,,
7,A,9,z0043891,,
7,B,9,z0043904,,
7,C,9,z0043979,,
7,D,9,z0055908,,
7,E,9,z0055912,,
7,F,9,z0055916,,
7,G,9,z0055931,,
7,H,9,z0055944,,
7,A,10,z0055971,,
7,B,10,z0055977,,
7,C,10,z0055998,,
7,D,10,z0055999,,
7,E,10,z0075696,,
7,F,10,z0196686,,
7,G,10,z0196687,,
7,H,10,z0196689,,
7,A,11,z0196690,,
7,B,11,z0196691,,
7,C,11,z0196692,,
7,D,11,z0196693,,
7,E,11,z0196694,,
7,F,11,z0012701,,
7,G,11,z0025405,,
7,H,11,z0045776,,
7,A,12,z0046925,,
7,B,12,z0053078,,
7,C,12,z0053082,,
7,D,12,z0053090,,
7,E,12,z0053111,,
7,F,12,z0061527,,
7,G,12,z0113628,,
7,H,12,z0146087,,
8,A,1,z0029831,28565,z0029831_Mnov_MS51_n0028565_R1.fastq.gz
8,B,1,z0029833,28566,z0029833_Mnov_MS51_n0028566_R1.fastq.gz
8,C,1,z0045329,28567,z0045329_Mnov_MS51_n0028567_R1.fastq.gz
8,D,1,z0045357,28568,z0045357_Mnov_MS51_n0028568_R1.fastq.gz
8,E,1,z0045358,28569,z0045358_Mnov_MS51_n0028569_R1.fastq.gz
8,F,1,z0051402,28570,z0051402_Mnov_MS51_n0028570_R1.fastq.gz
8,G,1,z0051404,28571,z0051404_Mnov_MS51_n0028571_R1.fastq.gz
8,H,1,z0051405,28572,z0051405_Mnov_MS51_n0028572_R1.fastq.gz
8,A,2,z0051879,28573,z0051879_Mnov_MS51_n0028573_R1.fastq.gz
8,B,2,z0051898,28574,z0051898_Mnov_MS51_n0028574_R1.fastq.gz
8,C,2,z0051899,28575,z0051899_Mnov_MS51_n0028575_R1.fastq.gz
8,D,2,z0051945,28576,z0051945_Mnov_MS51_n0028576_R1.fastq.gz
8,E,2,z0051968,28577,z0051968_Mnov_MS51_n0028577_R1.fastq.gz
8,F,2,z0053055,28578,z0053055_Mnov_MS51_n0028578_R1.fastq.gz
8,G,2,z0107055,28579,z0107055_Mnov_MS51_n0028579_R1.fastq.gz
8,H,2,z0107073,28580,z0107073_Mnov_MS51_n0028580_R1.fastq.gz
8,A,3,z0107078,28581,z0107078_Mnov_MS51_n0028581_R1.fastq.gz
8,B,3,z0107080,28582,z0107080_Mnov_MS51_n0028582_R1.fastq.gz
8,C,3,z0108480,28583,z0108480_Mnov_MS51_n0028583_R1.fastq.gz
8,D,3,z0108508,28584,z0108508_Mnov_MS51_n0028584_R1.fastq.gz
8,E,3,z0108510,28585,z0108510_Mnov_MS51_n0028585_R1.fastq.gz
8,F,3,z0175377,28586,z0175377_Mnov_MS51_n0028586_R1.fastq.gz
8,G,3,z0175915,28587,z0175915_Mnov_MS51_n0028587_R1.fastq.gz
8,H,3,z0175927,28588,z0175927_Mnov_MS51_n0028588_R1.fastq.gz
8,A,4,z0175928,28589,z0175928_Mnov_MS51_n0028589_R1.fastq.gz
8,B,4,z0178296,28590,z0178296_Mnov_MS51_n0028590_R1.fastq.gz
8,C,4,z0187811,28591,z0187811_Mnov_MS51_n0028591_R1.fastq.gz
8,D,4,z0187842,28592,z0187842_Mnov_MS51_n0028592_R1.fastq.gz
8,E,4,z0187846,28593,z0187846_Mnov_MS51_n0028593_R1.fastq.gz
8,F,4,z0187859,28594,z0187859_Mnov_MS51_n0028594_R1.fastq.gz
8,G,4,z0187868,28595,z0187868_Mnov_MS51_n0028595_R1.fastq.gz
8,H,4,z0195690,28596,z0195690_Mnov_MS51_n0028596_R1.fastq.gz
8,A,5,z0195700,28597,z0195700_Mnov_MS51_n0028597_R1.fastq.gz
8,B,5,z0195715,28598,z0195715_Mnov_MS51_n0028598_R1.fastq.gz
8,C,5,z0195758,28599,z0195758_Mnov_MS51_n0028599_R1.fastq.gz
8,D,5,z0196753,28600,z0196753_Mnov_MS51_n0028600_R1.fastq.gz
8,E,5,z0196760,28601,z0196760_Mnov_MS51_n0028601_R1.fastq.gz
8,F,5,z0196792,28602,z0196792_Mnov_MS51_n0028602_R1.fastq.gz
8,G,5,z0196795,28603,z0196795_Mnov_MS51_n0028603_R1.fastq.gz
8,H,5,z0196822,28604,z0196822_Mnov_MS51_n0028604_R1.fastq.gz
8,A,6,z0196823,28605,z0196823_Mnov_MS51_n0028605_R1.fastq.gz
8,B,6,z0197658,28606,z0197658_Mnov_MS51_n0028606_R1.fastq.gz
8,C,6,z0197664,28607,z0197664_Mnov_MS51_n0028607_R1.fastq.gz
8,D,6,z0197682,28608,z0197682_Mnov_MS51_n0028608_R1.fastq.gz
8,E,6,z0051402,28609,z0051402_Mnov_MS51_n0028609_R1.fastq.gz
8,F,6,z0108508,28610,z0108508_Mnov_MS51_n0028610_R1.fastq.gz
8,G,6,z0187868,28611,z0187868_Mnov_MS51_n0028611_R1.fastq.gz
8,H,6,z0197658,28612,z0197658_Mnov_MS51_n0028612_R1.fastq.gz
